Feature,Normalized.Dispersion
ENSG00000116251,0.1922940865418241
ENSG00000226944,2.660698258063861
ENSG00000158286,-1.3092206765757821
ENSG00000116237,-1.0641173074828607
ENSG00000158292,-0.6837594770984636
ENSG00000097021,-0.42761345363010017
ENSG00000271746,-1.1978110552412184
ENSG00000069812,0.7684700437736955
ENSG00000187017,-0.49640923598817766
ENSG00000231868,NaN
ENSG00000215788,-1.5775274703709363
ENSG00000171680,-1.1469483864269776
ENSG00000162408,0.7983538289210389
ENSG00000173662,NaN
ENSG00000204859,0.5453716522283752
ENSG00000162413,-0.47827981981732903
ENSG00000116273,-0.728796993807241
ENSG00000041988,-1.405648808685212
ENSG00000007923,-0.17363393877103164
ENSG00000228750,NaN
ENSG00000284744,NaN
ENSG00000237436,2.347294764441491
ENSG00000171735,1.7879150999608684
ENSG00000237402,-0.7303188242395905
ENSG00000270171,0.022405020972623584
ENSG00000270035,30.39738513707343
ENSG00000269978,0.15725910118928776
ENSG00000049245,1.503596349776243
ENSG00000269925,0.22586598871099794
ENSG00000049246,-0.33135013821748904
ENSG00000236266,NaN
ENSG00000116288,-0.6887429395562146
ENSG00000284747,-0.3989055571033272
ENSG00000284716,NaN
ENSG00000116285,0.6541308286132187
ENSG00000162426,-1.911259394482607
ENSG00000142599,-0.8009880974805539
ENSG00000232912,NaN
ENSG00000074800,-1.0165044651597066
ENSG00000230679,NaN
ENSG00000131686,0.13873643533093907
ENSG00000142583,6.8901243283467455
ENSG00000180758,-0.1550192982670602
ENSG00000228526,-0.30870156942131644
ENSG00000234546,NaN
ENSG00000049239,0.29674241698558346
ENSG00000171621,2.7471527989792044
ENSG00000284652,-1.0442610246115946
ENSG00000284693,0.5807169984580187
ENSG00000171612,0.7664051318039131
ENSG00000188807,2.2717974850631144
ENSG00000171608,0.9893389552799169
ENSG00000231789,1.3171765344945363
ENSG00000171603,-1.0820152080427246
ENSG00000178585,0.2359100111631198
ENSG00000162441,3.9499345015976988
ENSG00000228150,NaN
ENSG00000173614,0.6428155338854116
ENSG00000162444,2.3632632096847486
ENSG00000130939,-0.055935195368555894
ENSG00000054523,0.30445483813154384
ENSG00000284735,NaN
ENSG00000284642,0.4329422628817055
ENSG00000142657,0.32533090276019616
ENSG00000175279,2.048935446138676
ENSG00000241563,1.3252186349008206
ENSG00000160049,0.042836602736107815
ENSG00000142655,-0.9778261919642378
ENSG00000130940,26.912027870175677
ENSG00000272078,1.1606087137322099
ENSG00000175262,NaN
ENSG00000120948,-0.018981941545830498
ENSG00000271895,0.1937767571477307
ENSG00000116649,-0.5304040634934909
ENSG00000171824,0.038995138585896975
ENSG00000226849,0.37045326208292556
ENSG00000230337,1.3216203920117826
ENSG00000198793,-0.08401101382328377
ENSG00000171819,NaN
ENSG00000120942,-0.5202550689333426
ENSG00000204624,0.737262497681858
ENSG00000284708,NaN
ENSG00000116661,6.626688950963354
ENSG00000132879,-1.5038263893372892
ENSG00000116663,2.4981347144337525
ENSG00000116670,0.4875338942628785
ENSG00000162490,1.03234906095812
ENSG00000177674,3.2531881070415603
ENSG00000215910,0.57154249101233
ENSG00000177000,-0.47972826858472817
ENSG00000011021,-1.1250361715646346
ENSG00000175206,-0.9926011819910154
ENSG00000120937,38.55534785144115
ENSG00000285646,1.0597284351496168
ENSG00000116685,0.20146739209571563
ENSG00000083444,-0.5526691982695014
ENSG00000116688,0.07037322602058749
ENSG00000116691,1.3670519507389878
ENSG00000028137,0.520072151894231
ENSG00000048707,0.1396581561765066
ENSG00000162496,1.2026393536532556
ENSG00000272482,NaN
ENSG00000157330,NaN
ENSG00000116726,NaN
ENSG00000162494,1.2384179960467345
ENSG00000259961,-0.1621476623314619
ENSG00000162493,5.178224517918144
ENSG00000116731,1.0825676768827135
ENSG00000189337,0.4384716944081087
ENSG00000231606,6.790547221538865
ENSG00000175147,0.32300380248960886
ENSG00000171729,-0.36895837011305294
ENSG00000142621,4.647317370402114
ENSG00000233485,NaN
ENSG00000228140,0.30393675074970455
ENSG00000142634,-0.7784674157625062
ENSG00000162438,NaN
ENSG00000132906,-0.08915101374522377
ENSG00000116138,-0.5304238219991095
ENSG00000272510,0.6706125183413061
ENSG00000116771,-1.160038998977966
ENSG00000237301,2.018570492878497
ENSG00000197312,-0.9115138223581184
ENSG00000271742,NaN
ENSG00000116786,-0.5524213603136636
ENSG00000162461,-1.2203249470474005
ENSG00000224459,NaN
ENSG00000162458,-0.7591374902069364
ENSG00000233954,-0.8703411534977581
ENSG00000179743,9.888398810830909
ENSG00000065526,2.1636339439452827
ENSG00000116809,-0.503864866600821
ENSG00000183888,7.830828403174665
ENSG00000173641,0.07215797488475754
ENSG00000186510,NaN
ENSG00000184908,2.5431445810094995
ENSG00000185519,0.8170376950396886
ENSG00000142627,4.784363070741846
ENSG00000227959,NaN
ENSG00000142632,-0.05040345300865158
ENSG00000288398,-1.2331637595819844
ENSG00000132881,6.640921250077543
ENSG00000037637,-1.6017369634806582
ENSG00000055070,2.3703089688015786
ENSG00000187144,NaN
ENSG00000157191,3.282606668776317
ENSG00000226029,12.469317383545725
ENSG00000261135,-0.12625431037413956
ENSG00000224174,0.6202023151209777
ENSG00000233421,0.013215696202168456
ENSG00000219481,4.208002122228974
ENSG00000271732,NaN
ENSG00000058453,2.084765428253418
ENSG00000228549,-1.5574632210262633
ENSG00000238142,-1.0475413806313862
ENSG00000272426,5.887049011790366
ENSG00000117122,-0.831855894834778
ENSG00000159363,-1.3621338656357151
ENSG00000117118,0.14152654713919757
ENSG00000117115,2.120466384098196
ENSG00000142623,NaN
ENSG00000159339,2.435268989315199
ENSG00000227751,NaN
ENSG00000179051,0.7429089736156568
ENSG00000074964,0.8645873294275352
ENSG00000117148,NaN
ENSG00000284653,NaN
ENSG00000117154,-0.003116267384848547
ENSG00000179023,1.5215893458085132
ENSG00000009709,-1.2617655957788385
ENSG00000159423,2.7160255774967883
ENSG00000169991,-1.1015629400367137
ENSG00000272084,-0.8368305293702489
ENSG00000127481,-0.5709576473413437
ENSG00000230424,7.872412032408795
ENSG00000127463,1.0499756432999388
ENSG00000053372,-0.43994965986535395
ENSG00000162482,0.09047121536009481
ENSG00000053371,-0.20391967201614689
ENSG00000040487,-0.3120701837594199
ENSG00000077549,-0.6920027395606013
ENSG00000173436,0.26928520611457096
ENSG00000158747,-0.9188802047346986
ENSG00000158748,-1.4049650937509388
ENSG00000162542,1.6977657846133218
ENSG00000169914,2.9492565061230276
ENSG00000188257,NaN
ENSG00000127472,1.057127226690269
ENSG00000187980,NaN
ENSG00000225986,-1.1716928005843408
ENSG00000162543,-1.3094803517955516
ENSG00000158816,NaN
ENSG00000236963,0.830242045573372
ENSG00000162545,-1.3392002440222757
ENSG00000090432,2.4593080239148577
ENSG00000183114,-1.0895542089884387
ENSG00000158825,0.004757887667340942
ENSG00000158828,-0.479436354019249
ENSG00000117242,-0.22488061262712938
ENSG00000244038,-0.623881368429218
ENSG00000117245,-1.4147381833083148
ENSG00000189410,-1.4357373577056762
ENSG00000127483,-1.3996610420165974
ENSG00000075151,-0.990755844776305
ENSG00000117298,0.9864582592074933
ENSG00000142794,-0.9215678981108923
ENSG00000162551,3.010126109527198
ENSG00000233431,NaN
ENSG00000076864,-1.2262687918955841
ENSG00000090686,5.135296185255682
ENSG00000187942,-0.5408996425856766
ENSG00000142798,2.404268620676661
ENSG00000228397,-2.8870820116395257
ENSG00000218510,0.9762233652228629
ENSG00000070831,-0.3307307059912866
ENSG00000285752,-2.2882105378912097
ENSG00000230068,NaN
ENSG00000162552,-1.089975621295288
ENSG00000285873,0.6136281688031741
ENSG00000184677,-0.5460938993619758
ENSG00000070886,8.309031441976032
ENSG00000173372,-0.2067473706595932
ENSG00000159189,9.577347911065038
ENSG00000173369,3.2407561874686097
ENSG00000133216,2.231860377125727
ENSG00000004487,0.1001168185240573
ENSG00000169641,-1.2118003779239062
ENSG00000179546,-0.50256682758456
ENSG00000261326,-0.096309944171382
ENSG00000125944,-0.10692825646569035
ENSG00000125945,-1.0433621491909326
ENSG00000249087,-0.0466322667939039
ENSG00000271420,NaN
ENSG00000204219,1.992424175285043
ENSG00000088280,0.4307658820932447
ENSG00000007968,NaN
ENSG00000235052,NaN
ENSG00000117318,8.185933583457407
ENSG00000142676,1.0232039005007558
ENSG00000236810,1.3891783824626094
ENSG00000011007,1.3796700979826158
ENSG00000057757,-1.7010784361743079
ENSG00000011009,-0.9743228797709113
ENSG00000117308,-0.5961075890214454
ENSG00000117305,-0.836719343342518
ENSG00000179163,1.9351365527288618
ENSG00000188822,NaN
ENSG00000189266,-0.9590557909032182
ENSG00000188529,-0.08276541346789015
ENSG00000225315,NaN
ENSG00000142677,-0.5257269298350368
ENSG00000185436,3.4750593819322155
ENSG00000158055,NaN
ENSG00000001460,4.158448194186819
ENSG00000001461,5.081076007386453
ENSG00000286061,1.579013021620034
ENSG00000117602,-0.9741266203507056
ENSG00000184454,0.5822103554516125
ENSG00000133226,0.19671830026821419
ENSG00000169504,4.542478842036873
ENSG00000020633,0.7360067338202883
ENSG00000117614,-0.04572543756330683
ENSG00000284602,4.782095096592672
ENSG00000117616,1.2973963706524556
ENSG00000272432,4.603944879635278
ENSG00000183726,0.6432846779589007
ENSG00000188672,-1.0595080105106243
ENSG00000204178,-0.2108834356003883
ENSG00000157978,7.311949462316955
ENSG00000225643,0.3171581209096509
ENSG00000117643,0.2584563051387748
ENSG00000162430,2.375237875582615
ENSG00000228172,-0.6489561935823488
ENSG00000117640,0.06250187122784184
ENSG00000127423,-0.63352742153743
ENSG00000236528,NaN
ENSG00000182749,-1.5204424914053924
ENSG00000117632,2.298265408753981
ENSG00000158006,-0.4366397677504338
ENSG00000158008,-1.5457515268875253
ENSG00000284309,NaN
ENSG00000158022,NaN
ENSG00000175087,-1.014090516126614
ENSG00000197245,3.035997141645928
ENSG00000282872,-0.4513273601191476
ENSG00000236782,0.08626860570112962
ENSG00000142684,-1.489207847203779
ENSG00000142675,0.537561992951464
ENSG00000130695,3.478285767294873
ENSG00000142669,0.07358754915718273
ENSG00000158062,-1.60811782941015
ENSG00000169442,1.1706743291841923
ENSG00000176083,NaN
ENSG00000131914,NaN
ENSG00000117682,-1.7835207403833633
ENSG00000198830,3.3811212555532832
ENSG00000117676,4.968414620324865
ENSG00000260063,1.4774523384762435
ENSG00000117713,0.5625649202024173
ENSG00000060642,-0.4394269788216304
ENSG00000204160,-1.4812923874244712
ENSG00000175793,2.6665989827875047
ENSG00000142751,0.9657161216430188
ENSG00000198746,-1.327450089262564
ENSG00000090273,0.5835603362642579
ENSG00000131910,-0.29136071848613593
ENSG00000175707,NaN
ENSG00000253368,-0.8472722968856056
ENSG00000158246,-0.8725690160091973
ENSG00000090020,-1.6867190803367136
ENSG00000142784,-1.0428943882696238
ENSG00000186501,-0.17338495155787473
ENSG00000142765,2.00536238416444
ENSG00000142733,-0.7746239584941356
ENSG00000142748,4.002977436168247
ENSG00000174950,NaN
ENSG00000181773,1.3793315914811997
ENSG00000158195,4.287523938172822
ENSG00000237429,0.3033479818598912
ENSG00000126705,-1.754078937290413
ENSG00000000938,-0.353556450187072
ENSG00000233975,0.597924402053254
ENSG00000126709,1.5649483297998823
ENSG00000009780,0.006714020385748857
ENSG00000117758,0.09747780526961633
ENSG00000269971,NaN
ENSG00000270031,0.0064702622293940784
ENSG00000117751,0.19351227469481586
ENSG00000130775,-0.2222879084177255
ENSG00000117748,-1.597540482388876
ENSG00000130768,NaN
ENSG00000158156,3.4315986842316764
ENSG00000158161,-1.1593129231140127
ENSG00000169403,1.846901450046373
ENSG00000126698,1.5558777464222482
ENSG00000130770,-0.09272512363845106
ENSG00000270605,1.232939413237648
ENSG00000130766,2.3037402110076712
ENSG00000130772,-0.22193264844297528
ENSG00000204138,4.461375248276242
ENSG00000180198,0.7901877578116534
ENSG00000242125,-0.21454322922759084
ENSG00000180098,-0.2277692941178161
ENSG00000197989,-1.122938546147615
ENSG00000120656,4.699521569970894
ENSG00000188060,3.950941007982319
ENSG00000229388,-0.11886225666165785
ENSG00000270103,-0.029634794828357514
ENSG00000162419,-1.2119460222870433
ENSG00000198492,-0.08141059318045767
ENSG00000116329,-0.8602018747228208
ENSG00000159023,-0.9992648592227976
ENSG00000253304,0.6351574307722779
ENSG00000116350,2.6795499161211325
ENSG00000116353,-1.5632191518136291
ENSG00000060656,-1.730666799315618
ENSG00000284676,NaN
ENSG00000162510,1.5775708103384178
ENSG00000186056,4.201509783697285
ENSG00000287510,NaN
ENSG00000162511,1.8000318754194544
ENSG00000223382,0.15671768323252147
ENSG00000162512,1.890646489940171
ENSG00000134644,-0.6997046915990441
ENSG00000084628,-1.03860738855444
ENSG00000060688,-1.4032353269080198
ENSG00000121766,-0.60393293405526
ENSG00000229044,-0.06152302668470037
ENSG00000121769,-1.5440883862707735
ENSG00000168528,0.24585264429346984
ENSG00000284543,NaN
ENSG00000142910,0.9223381709271715
ENSG00000121764,13.593524054622495
ENSG00000162517,-1.1941643165888518
ENSG00000264078,0.13008148406235473
ENSG00000084636,-0.3556745560871378
ENSG00000121753,-0.7423162877770614
ENSG00000134668,-0.042669854624904295
ENSG00000203620,-2.4124772087122617
ENSG00000184007,7.279544173505727
ENSG00000121774,-0.28877042995561064
ENSG00000203325,NaN
ENSG00000121775,-1.2481780173387507
ENSG00000025800,2.971270144533136
ENSG00000250135,-1.0610538611688203
ENSG00000084652,-0.2652637160225817
ENSG00000160050,0.6148105547500957
ENSG00000224066,0.31769661836595287
ENSG00000160051,1.3054182263746794
ENSG00000222046,NaN
ENSG00000160055,-1.4547054828537633
ENSG00000084623,-0.0555416621002108
ENSG00000183615,-1.2398286372035436
ENSG00000182866,-1.6370908735814944
ENSG00000116478,4.975960139707152
ENSG00000175130,4.0278248198494735
ENSG00000162526,2.2492709716200885
ENSG00000225828,-0.5826476139871251
ENSG00000160058,0.9813495507586575
ENSG00000273274,1.1951340458048079
ENSG00000160062,2.5752518068669494
ENSG00000176261,-1.04379782532304
ENSG00000162521,-0.5780197672832152
ENSG00000162520,3.5172750394664107
ENSG00000162522,3.2850172255381374
ENSG00000134684,-0.6651501266513622
ENSG00000116497,-0.6716663277250531
ENSG00000160097,0.01938862563623695
ENSG00000121905,-1.0367735630639217
ENSG00000121900,2.5484852845602584
ENSG00000116514,-1.108484225212676
ENSG00000004455,1.9293581771199337
ENSG00000142920,-0.26525189372370733
ENSG00000116525,2.126480074265
ENSG00000284721,NaN
ENSG00000160094,-0.9783378418263933
ENSG00000225313,NaN
ENSG00000134686,0.0969887737123863
ENSG00000233246,NaN
ENSG00000121903,-1.695455676655134
ENSG00000121904,-1.4769022360291697
ENSG00000142698,0.8838753326496956
ENSG00000163866,-0.9034916652371455
ENSG00000189280,-1.5974792553266448
ENSG00000188910,NaN
ENSG00000187513,9.768079828384677
ENSG00000116544,-0.18282957007776615
ENSG00000243749,0.646092616208574
ENSG00000163867,0.10144180587529364
ENSG00000197056,5.018715925511663
ENSG00000284640,-2.3653770002780425
ENSG00000116560,-0.019519716288887167
ENSG00000146463,1.0209956358495416
ENSG00000142687,-1.4086539989185427
ENSG00000020129,-0.015957179728604682
ENSG00000239636,1.6619562539809682
ENSG00000116819,9.204378774864514
ENSG00000126067,-0.3441650958591377
ENSG00000142686,-1.2374588510421283
ENSG00000092853,-1.7202980222892432
ENSG00000134698,2.147864370446407
ENSG00000092847,0.7814244311393576
ENSG00000286899,NaN
ENSG00000271914,50.80470203452038
ENSG00000126070,0.98958031345472
ENSG00000092850,-1.0480747118464624
ENSG00000116863,-0.37888087277726845
ENSG00000171812,0.8082968369354695
ENSG00000054116,0.8097882261234055
ENSG00000116871,0.753324735025317
ENSG00000054118,1.3190131929683009
ENSG00000214193,-0.9329454595479522
ENSG00000142694,1.3973556217757175
ENSG00000286379,-0.6578262413920437
ENSG00000196182,-0.24470043684147894
ENSG00000181817,1.6882560665819606
ENSG00000116885,-0.355259895829204
ENSG00000116898,0.8522884699523056
ENSG00000119535,6.87304405646973
ENSG00000163873,2.7201072160945405
ENSG00000284650,2.4815426048599627
ENSG00000223944,2.9873766647490854
ENSG00000233621,0.037113152573665174
ENSG00000163874,-1.4247296136473218
ENSG00000163875,-1.5198460106747032
ENSG00000163877,2.467268664704847
ENSG00000163879,-0.9279820422343906
ENSG00000134697,-0.5051658084643528
ENSG00000284748,NaN
ENSG00000169218,NaN
ENSG00000116922,-0.8204281705932243
ENSG00000134690,5.983126386805253
ENSG00000183317,-1.8147651427916685
ENSG00000185090,3.433320390539146
ENSG00000196449,-1.396358699824198
ENSG00000197982,3.7536619039329615
ENSG00000188786,0.40603805206005944
ENSG00000230955,NaN
ENSG00000204084,5.322407748981406
ENSG00000183431,-0.6153114141692606
ENSG00000183386,-0.36003799787854796
ENSG00000183520,1.025619381781396
ENSG00000185668,-0.856403546389247
ENSG00000224592,-0.7464518940232491
ENSG00000284623,NaN
ENSG00000287987,NaN
ENSG00000116954,-0.935965886785709
ENSG00000228436,-0.5032713775750771
ENSG00000214114,1.4729379156933198
ENSG00000131233,2.944962447484063
ENSG00000158315,0.024009404600562383
ENSG00000174574,-1.0992224704565405
ENSG00000168653,-1.538234624423211
ENSG00000127603,0.04885043194934186
ENSG00000270040,0.7322296216953816
ENSG00000183682,-0.613523406588777
ENSG00000090621,-0.7024401934350439
ENSG00000163909,0.48568511683033416
ENSG00000116981,NaN
ENSG00000116983,0.0881387213941578
ENSG00000084072,2.108315026020287
ENSG00000116985,1.416695154246273
ENSG00000198754,-1.2432419489470279
ENSG00000261798,NaN
ENSG00000284719,0.8747570638941096
ENSG00000043514,-1.5360280976206964
ENSG00000116990,-1.2737434404854728
ENSG00000236546,NaN
ENSG00000168389,2.783720588529425
ENSG00000131236,-0.5304470705901231
ENSG00000131238,0.6812035277457508
ENSG00000117000,-0.5583618329544432
ENSG00000259943,1.229403009451285
ENSG00000084073,1.8560871629816798
ENSG00000049089,2.38837191731125
ENSG00000084070,-0.10971802470712211
ENSG00000284677,-0.92519458186148
ENSG00000187801,-1.7906463120560092
ENSG00000260920,-1.5700929940704644
ENSG00000187815,5.952173701978081
ENSG00000238287,0.257890537758499
ENSG00000164002,0.25185894321182417
ENSG00000238186,NaN
ENSG00000117010,7.981587622369979
ENSG00000117016,1.0897136096176139
ENSG00000287743,3.1632196522562275
ENSG00000272145,1.2777928403789793
ENSG00000066136,-0.9446359614606202
ENSG00000117013,2.600100696930007
ENSG00000179862,-0.8779892255258015
ENSG00000286668,NaN
ENSG00000171793,-1.399503206438137
ENSG00000171790,-1.574862030927958
ENSG00000010803,-0.44246804899054654
ENSG00000235358,-0.06218629962384944
ENSG00000204060,-1.650054777156712
ENSG00000127124,1.5979488428040955
ENSG00000044012,NaN
ENSG00000198815,-1.407695900340554
ENSG00000177181,-2.2256510160848944
ENSG00000066185,2.9193816758670903
ENSG00000127125,1.0311048299840513
ENSG00000186409,-0.536563384357815
ENSG00000171960,1.5173308365750544
ENSG00000285728,NaN
ENSG00000234917,-0.8409384220971835
ENSG00000065978,3.7113454064924176
ENSG00000117385,-0.46278040243987073
ENSG00000164008,-0.8710407598279256
ENSG00000274386,1.808276083124898
ENSG00000177868,1.1359836279692361
ENSG00000164010,1.0644281564027092
ENSG00000228192,5.243806407396442
ENSG00000164011,4.885872488493835
ENSG00000117394,0.7012897737849783
ENSG00000227533,-0.8901687778304882
ENSG00000186973,-0.4385360455917068
ENSG00000117395,-0.542969456480058
ENSG00000243710,-0.40886924187873386
ENSG00000179178,6.212408609737002
ENSG00000066056,3.9608957060072076
ENSG00000117400,NaN
ENSG00000234694,0.26554458951960513
ENSG00000117399,0.924561152266222
ENSG00000066322,4.71294929259732
ENSG00000159479,-0.902213141864906
ENSG00000198198,0.32255730505823266
ENSG00000229372,NaN
ENSG00000178922,0.8887993651155759
ENSG00000229348,-1.0685739709672804
ENSG00000142949,0.514616274018426
ENSG00000066135,1.8276780447144994
ENSG00000236200,2.73942393081877
ENSG00000126091,-1.5158516526897572
ENSG00000229444,3.2320205950144048
ENSG00000117407,-0.8417910562180063
ENSG00000237950,1.878285634588824
ENSG00000117408,1.5551612203296605
ENSG00000285649,-0.7496559731063709
ENSG00000132768,-1.47459973343375
ENSG00000117410,-0.7981510858480461
ENSG00000117411,2.8624608877551734
ENSG00000159214,-0.3900046721087618
ENSG00000196517,5.826804804795302
ENSG00000230615,-0.6338650198930605
ENSG00000178028,-0.48001291065396046
ENSG00000117419,-1.4808201968593155
ENSG00000187147,-0.9054531601533641
ENSG00000126106,6.7366720492615055
ENSG00000198520,0.8389525300580428
ENSG00000142945,1.5419713264482175
ENSG00000225721,NaN
ENSG00000142937,-0.4516986505476863
ENSG00000142959,-0.7246108997585338
ENSG00000173846,1.1670683041541434
ENSG00000188396,0.8052534989489231
ENSG00000222009,0.5736688570780181
ENSG00000117425,-1.6628609248326847
ENSG00000070785,0.578773144683378
ENSG00000126107,-0.6279241821189553
ENSG00000126088,11.07181391277402
ENSG00000162415,2.9617334591424767
ENSG00000281912,0.1719122860782138
ENSG00000186603,-0.993451135107217
ENSG00000132781,0.9610625694782533
ENSG00000132773,6.085300788995843
ENSG00000070759,12.208518273520427
ENSG00000280670,3.835835011829598
ENSG00000132763,1.9773799002393722
ENSG00000117450,1.821188468608614
ENSG00000117448,0.06953163470023331
ENSG00000132780,3.7978343461978956
ENSG00000159588,-0.8019875436705047
ENSG00000159592,-1.0227364452371601
ENSG00000159596,-0.36331625913615845
ENSG00000197429,4.7921880609018475
ENSG00000230896,-1.0965440891777056
ENSG00000086015,-1.200681673317879
ENSG00000117461,2.07695242599337
ENSG00000227857,-0.21061819844976604
ENSG00000117472,6.567888926265487
ENSG00000085998,0.7018978821715506
ENSG00000171357,6.281021452513534
ENSG00000085999,49.43524735597022
ENSG00000132128,-1.1001114713085989
ENSG00000173660,-0.5981996728149885
ENSG00000117481,-1.1333002930117286
ENSG00000117480,0.11685039514753699
ENSG00000197587,NaN
ENSG00000282881,-0.9561550539634188
ENSG00000269956,NaN
ENSG00000162456,3.253314621600573
ENSG00000079277,0.6812453274476823
ENSG00000142961,-0.14977186492035321
ENSG00000123472,-0.19384612697895426
ENSG00000186118,NaN
ENSG00000159658,3.524220461041052
ENSG00000142973,NaN
ENSG00000187048,-1.4150656309718965
ENSG00000186377,-1.0525683606392435
ENSG00000186160,-0.0347316357209921
ENSG00000225506,-0.3358250467685775
ENSG00000162365,NaN
ENSG00000224805,4.881606074509505
ENSG00000162366,1.5341281576288226
ENSG00000162367,7.131080695086006
ENSG00000123473,-0.9394485852000107
ENSG00000162368,-0.7407955051318214
ENSG00000186790,0.17582237051516258
ENSG00000237424,NaN
ENSG00000186564,NaN
ENSG00000117834,6.046338942317838
ENSG00000272491,-2.3611173725425316
ENSG00000132122,0.011199839424728833
ENSG00000186094,0.9940077126266198
ENSG00000287661,NaN
ENSG00000162373,-1.72245405275447
ENSG00000225623,NaN
ENSG00000162374,-1.3813005582880937
ENSG00000284645,NaN
ENSG00000142700,-0.19069159496886331
ENSG00000284700,-3.762850002087
ENSG00000185104,0.25825071281961015
ENSG00000123080,1.8748024167931667
ENSG00000123091,-0.6194628485585306
ENSG00000085831,1.4507070659879941
ENSG00000085832,0.04953901023944953
ENSG00000227070,-0.16044727882048745
ENSG00000117859,2.483342235550538
ENSG00000078618,-0.5938477446180485
ENSG00000266993,3.245458048835921
ENSG00000272175,27.850304855009096
ENSG00000169213,-1.3187810285546036
ENSG00000117862,-1.1783295883772373
ENSG00000198841,-0.5823344465653412
ENSG00000134717,-1.4701799684325778
ENSG00000157077,1.5357544360226265
ENSG00000154222,0.21303908582983588
