"gene_id","gene_name","gene_type","pvalue","adj.P.Val","logFC"
"ENSG00000136861","CDK5RAP2","protein_coding",0.871341871605228,0.95748638651652,-0.0449283956625289
"ENSG00000152234","ATP5F1A","protein_coding",0.871559807738823,0.957538063423906,-0.0263504125307327
"ENSG00000012061","ERCC1","protein_coding",0.871561025372452,0.957538063423906,-0.0277666030464831
"ENSG00000120942","UBIAD1","protein_coding",0.872005747180192,0.957560178058189,0.0340074780157712
"ENSG00000254402","LRRC24","protein_coding",0.872228032715675,0.957560178058189,0.0422972390263618
"ENSG00000135116","HRK","protein_coding",0.872200672564345,0.957560178058189,0.045286130066582
"ENSG00000140538","NTRK3","protein_coding",0.871959798065881,0.957560178058189,0.0250917562305455
"ENSG00000239697","TNFSF12","protein_coding",0.871750033135816,0.957560178058189,-0.0329642721996977
"ENSG00000108551","RASD1","protein_coding",0.872269675051209,0.957560178058189,0.0558498661768407
"ENSG00000133433","GSTT2B","protein_coding",0.872134138029178,0.957560178058189,0.180733019020247
"ENSG00000101882","NKAP","protein_coding",0.872140105175782,0.957560178058189,0.0349475715783194
"ENSG00000120327","PCDHB14","protein_coding",0.872406060534665,0.957615413329586,-0.04065659585685
"ENSG00000234127","TRIM26","protein_coding",0.872589470592139,0.957722250153708,0.0408269295063932
"ENSG00000182923","CEP63","protein_coding",0.873112137530255,0.957917921522692,-0.0389762350311086
"ENSG00000001036","FUCA2","protein_coding",0.873033247633313,0.957917921522692,-0.0383173378445466
"ENSG00000133606","MKRN1","protein_coding",0.872957457007465,0.957917921522692,0.0260825477200387
"ENSG00000110429","FBXO3","protein_coding",0.873036298455454,0.957917921522692,0.0256136924223178
"ENSG00000106554","CHCHD3","protein_coding",0.873199777891414,0.957919614358102,-0.0306759751458767
"ENSG00000172340","SUCLG2","protein_coding",0.873453780356456,0.958103791801827,0.0463183260768359
"ENSG00000140307","GTF2A2","protein_coding",0.873749373301271,0.958332396901748,0.0272708490089846
"ENSG00000108465","CDK5RAP3","protein_coding",0.873834456819003,0.958332396901748,0.0358347255125406
"ENSG00000057252","SOAT1","protein_coding",0.873975543575154,0.958392656989667,0.0477478871015624
