"gene_id","gene_name","gene_type","pvalue","adj.P.Val","logFC"
"ENSG00000197380","DACT3","protein_coding",4.38700207913513e-07,0.000260946819779013,0.381420285429104
"ENSG00000125901","MRPS26","protein_coding",3.95981487153265e-07,0.000260946819779013,-0.33758320857602
"ENSG00000160221","GATD3A","protein_coding",4.12347480240039e-07,0.000260946819779013,2.02251368399824
"ENSG00000178878","APOLD1","protein_coding",5.96759368203067e-07,0.000291914790946,-1.75723427590368
"ENSG00000169926","KLF13","protein_coding",5.94044746851688e-07,0.000291914790946,0.430374934621419
"ENSG00000137944","KYAT3","protein_coding",6.44367360631013e-07,0.000302594912552324,0.578699141944582
"ENSG00000167363","FN3K","protein_coding",7.14577418940588e-07,0.000322659188398558,0.608095051664576
"ENSG00000172831","CES2","protein_coding",8.33861268560602e-07,0.000362575233070425,0.612406118887931
"ENSG00000084628","NKAIN1","protein_coding",9.38947794655178e-07,0.000372902426131301,-0.897229231500953
"ENSG00000253626","EIF5AL1","protein_coding",9.52902281425811e-07,0.000372902426131301,0.895976901812918
"ENSG00000174238","PITPNA","protein_coding",9.00400803772723e-07,0.000372902426131301,0.339166238324587
"ENSG00000242252","BGLAP","protein_coding",1.08135493873971e-06,0.000409519580025943,-0.580301249281712
"ENSG00000196072","BLOC1S2","protein_coding",1.183138474022e-06,0.000434063927656821,0.417106471177265
"ENSG00000177854","TMEM187","protein_coding",1.22101401746224e-06,0.000434384986818386,-0.815253822147477
"ENSG00000129946","SHC2","protein_coding",1.32356381295636e-06,0.000457018798944342,-0.412367404133177
"ENSG00000168209","DDIT4","protein_coding",1.64119528205301e-06,0.000550503788894354,-0.978393618190666
"ENSG00000120910","PPP3CC","protein_coding",1.82212909913352e-06,0.000588450563103104,-0.442058965929218
"ENSG00000101421","CHMP4B","protein_coding",1.85457162136413e-06,0.000588450563103104,0.32683712197897
"ENSG00000136235","GPNMB","protein_coding",1.98520870048807e-06,0.000613325003782368,-1.28328541953278
"ENSG00000263001","GTF2I","protein_coding",2.09443746093751e-06,0.000619567226524885,0.355935296091931
"ENSG00000183018","SPNS2","protein_coding",2.11096158952261e-06,0.000619567226524885,0.673669165362107
"ENSG00000103194","USP10","protein_coding",2.26123604906727e-06,0.000647485639415849,0.283602225978727
"ENSG00000099814","CEP170B","protein_coding",2.51692269011525e-06,0.000687178427487281,0.463759085130767
"ENSG00000161249","DMKN","protein_coding",2.48213727138672e-06,0.000687178427487281,-1.47437241913787
"ENSG00000087494","PTHLH","protein_coding",2.61750663281385e-06,0.000698398360664423,1.00535621623205
"ENSG00000103024","NME3","protein_coding",2.96767788008155e-06,0.000774234184714608,-0.317695695496221
"ENSG00000134480","CCNH","protein_coding",3.20175435611347e-06,0.000817143394364612,0.342904787080064
"ENSG00000025423","HSD17B6","protein_coding",3.73680057875244e-06,0.000933405080735183,0.89761116917896
"ENSG00000143224","PPOX","protein_coding",4.03238238868267e-06,0.000966125902921114,-0.505993583027573
"ENSG00000215440","NPEPL1","protein_coding",3.95355114060779e-06,0.000966125902921114,-0.683763942727221
"ENSG00000153815","CMIP","protein_coding",4.57547687824021e-06,0.0010743219710108,0.554437183158091
"ENSG00000179388","EGR3","protein_coding",5.74450548226968e-06,0.001322362634546,1.11225447713282
"ENSG00000107223","EDF1","protein_coding",6.06113989162438e-06,0.00136841889091674,-0.284435370047325
"ENSG00000075415","SLC25A3","protein_coding",6.72887233226068e-06,0.00146927230319623,0.231678958771793
"ENSG00000122254","HS3ST2","protein_coding",6.75815199085146e-06,0.00146927230319623,1.69003084695305
"ENSG00000130164","LDLR","protein_coding",8.12083985438137e-06,0.00173343017982613,-0.939107210081833
"ENSG00000133030","MPRIP","protein_coding",8.33099865753167e-06,0.00174653436141825,0.377480996460027
"ENSG00000108100","CCNY","protein_coding",8.61121129311954e-06,0.00177360737861795,0.259422439679527
"ENSG00000011243","AKAP8L","protein_coding",9.03493873379325e-06,0.00179779967347005,-0.43266834673222
"ENSG00000171425","ZNF581","protein_coding",8.9398624682976e-06,0.00179779967347005,-0.528577316009473
"ENSG00000215217","C5orf49","protein_coding",9.97306751713977e-06,0.00195139687752035,-0.579397604998567
"ENSG00000179562","GCC1","protein_coding",1.02178107207929e-05,0.00196650980101817,0.543701119113076
"ENSG00000079462","PAFAH1B3","protein_coding",1.10471718404933e-05,0.00204122550392611,-0.466017397907196
"ENSG00000088367","EPB41L1","protein_coding",1.10167835794829e-05,0.00204122550392611,0.380323462138715
"ENSG00000182362","YBEY","protein_coding",1.11276347743843e-05,0.00204122550392611,-0.695250626340648
"ENSG00000160216","AGPAT3","protein_coding",1.35874419699563e-05,0.00245410105734287,0.22895000152141
"ENSG00000136750","GAD2","protein_coding",1.39005546419658e-05,0.00247261381055574,0.799751098259697
"ENSG00000187630","DHRS4L2","protein_coding",1.42563367765592e-05,0.00249805065308664,-0.827253915801105
"ENSG00000101150","TPD52L2","protein_coding",1.56269784131779e-05,0.00269795186133395,-0.378762298634617
"ENSG00000144840","RABL3","protein_coding",1.83613381173873e-05,0.00312247414984809,0.299742089095456
"ENSG00000126524","SBDS","protein_coding",1.86178186106786e-05,0.00312247414984809,0.30544841724575
"ENSG00000135241","PNPLA8","protein_coding",1.90961601760864e-05,0.00315759042911626,0.371976279961616
"ENSG00000101310","SEC23B","protein_coding",1.95845323347359e-05,0.0031933668001361,0.369120599044893
"ENSG00000169862","CTNND2","protein_coding",2.07067042035501e-05,0.00333009188150244,0.307704720260229
"ENSG00000131236","CAP1","protein_coding",2.18282879412438e-05,0.00346302838419192,0.234364224913007
"ENSG00000141562","NARF","protein_coding",2.38345948522358e-05,0.00373090858086998,-0.30508236963864
"ENSG00000181513","ACBD4","protein_coding",2.5048678922462e-05,0.00386936171775927,-0.617913132443112
"ENSG00000120727","PAIP2","protein_coding",2.58693274535853e-05,0.00394423252344274,0.338442586863505
"ENSG00000142684","ZNF593","protein_coding",2.79424514575239e-05,0.00415166227887077,0.475020987243127
"ENSG00000006451","RALA","protein_coding",2.86443479206586e-05,0.00415166227887077,0.333886216444365
"ENSG00000041982","TNC","protein_coding",2.85219865350251e-05,0.00415166227887077,-1.30709852512694
"ENSG00000118939","UCHL3","protein_coding",2.78863462359615e-05,0.00415166227887077,0.529734483305298
"ENSG00000168081","PNOC","protein_coding",2.93167015871462e-05,0.00419729361747679,0.819977095463721
"ENSG00000152291","TGOLN2","protein_coding",2.97935295685413e-05,0.00421416912210451,0.327195893998383
"ENSG00000254901","BORCS8","protein_coding",3.15112862543997e-05,0.00440407738841253,-0.483349318915249
"ENSG00000161956","SENP3","protein_coding",3.26439407607238e-05,0.00450870428859879,0.676108041927018
"ENSG00000143436","MRPL9","protein_coding",3.43704655168851e-05,0.00463803753066932,0.342543095689119
"ENSG00000162302","RPS6KA4","protein_coding",3.40987353924021e-05,0.00463803753066932,0.43519810206505
"ENSG00000022556","NLRP2","protein_coding",3.57913841444761e-05,0.00477489602109261,0.935467319296848
"ENSG00000102908","NFAT5","protein_coding",3.72141658128892e-05,0.00490892479374516,0.482245217180651
"ENSG00000100918","REC8","protein_coding",3.81170037952308e-05,0.00497215138395566,-0.475135410165851
"ENSG00000008441","NFIX","protein_coding",3.88489251613132e-05,0.00501193825707491,0.416254457739672
"ENSG00000038274","MAT2B","protein_coding",4.15314526920134e-05,0.00519555014861073,0.303146080130191
"ENSG00000137486","ARRB1","protein_coding",4.14578694574256e-05,0.00519555014861073,0.433591978928579
"ENSG00000100726","TELO2","protein_coding",4.15998052784845e-05,0.00519555014861073,-0.385166559172986
"ENSG00000244879","GABPB1-AS1","lncRNA",4.42466700115671e-05,0.00546795690458735,-0.564750045775623
"ENSG00000260917","AL158212.3","lncRNA",4.63443606199826e-05,0.0056656888289914,0.472405760560994
"ENSG00000264364","DYNLL2","protein_coding",4.69273541504951e-05,0.0056656888289914,0.291471431095243
"ENSG00000101546","RBFA","protein_coding",4.72945064089571e-05,0.0056656888289914,-0.439725146250574
"ENSG00000214652","ZNF727","protein_coding",5.00381681612247e-05,0.0059338191334624,0.964793877991132
"ENSG00000167202","TBC1D2B","protein_coding",5.31947534020853e-05,0.00618323173208398,-0.506177272843787
"ENSG00000160284","SPATC1L","protein_coding",5.27762453167346e-05,0.00618323173208398,1.61808181332591
"ENSG00000185127","C6orf120","protein_coding",5.50988874623388e-05,0.00634177390988096,0.340660026430289
"ENSG00000074800","ENO1","protein_coding",5.6276393438892e-05,0.00641441610653002,0.261035541721971
"ENSG00000205363","INSYN1","protein_coding",5.80105806580272e-05,0.00654850208581961,0.410945746408704
"ENSG00000100614","PPM1A","protein_coding",5.8568542832398e-05,0.00654852088430812,0.238706884955113
"ENSG00000117758","STX12","protein_coding",5.91390193762607e-05,0.00654992535355944,0.230249185608155
"ENSG00000089820","ARHGAP4","protein_coding",5.98097382600451e-05,0.00656230212311149,-0.779729818054467
"ENSG00000221869","CEBPD","protein_coding",6.04819074767743e-05,0.0065746073497901,-0.792473172828738
"ENSG00000047457","CP","protein_coding",6.45779189526466e-05,0.00695035677869695,-2.06859160894737
"ENSG00000283907","AD000090.1","lncRNA",6.51225933268028e-05,0.00695035677869695,1.21657165650069
"ENSG00000117036","ETV3","protein_coding",6.65294588163818e-05,0.00701089013740225,0.598046656383434
"ENSG00000101084","RAB5IF","protein_coding",6.71770091334515e-05,0.00701089013740225,0.310338210363504
"ENSG00000100263","RHBDD3","protein_coding",6.74813105218444e-05,0.00701089013740225,-0.427679023506783
"ENSG00000248485","PCP4L1","protein_coding",6.84515713342078e-05,0.00704931094266316,0.802035800813312
"ENSG00000118640","VAMP8","protein_coding",7.18623508376658e-05,0.00709114240124918,-0.967716737275576
"ENSG00000151247","EIF4E","protein_coding",7.24818644079985e-05,0.00709114240124918,0.260412576899716
"ENSG00000168477","TNXB","protein_coding",7.17220259081501e-05,0.00709114240124918,-0.701152537795904
"ENSG00000185950","IRS2","protein_coding",7.23937768879002e-05,0.00709114240124918,0.372654978107291
"ENSG00000168434","COG7","protein_coding",7.06130058012521e-05,0.00709114240124918,-0.347745042571826
"ENSG00000108588","CCDC47","protein_coding",7.1538229892082e-05,0.00709114240124918,0.296022378451663
"ENSG00000132613","MTSS2","protein_coding",7.34601581685393e-05,0.0071274566685839,0.545190547530564
"ENSG00000065833","ME1","protein_coding",7.75383069123816e-05,0.00740081075732813,0.407068866283955
"ENSG00000134452","FBH1","protein_coding",7.70669340064849e-05,0.00740081075732813,-0.286777320284278
"ENSG00000173947","PIFO","protein_coding",7.96635633628462e-05,0.00742262090380805,-0.993554060982689
"ENSG00000103175","WFDC1","protein_coding",7.93668953451061e-05,0.00742262090380805,0.499581028067396
"ENSG00000105287","PRKD2","protein_coding",7.94898811627666e-05,0.00742262090380805,-0.666489656244426
"ENSG00000102904","TSNAXIP1","protein_coding",8.20350808225913e-05,0.00758340038470253,-0.606167547034949
"ENSG00000114126","TFDP2","protein_coding",8.27375796504491e-05,0.00758858738356463,0.361331569485172
"ENSG00000048707","VPS13D","protein_coding",8.35080179213132e-05,0.00759987697981563,0.33600045558558
"ENSG00000105963","ADAP1","protein_coding",8.63434971883e-05,0.00767933831053517,0.314065722907222
"ENSG00000151846","PABPC3","protein_coding",8.61551822691187e-05,0.00767933831053517,0.832107682400244
"ENSG00000105409","ATP1A3","protein_coding",8.54626073251285e-05,0.00767933831053517,0.55154235620705
"ENSG00000146281","PM20D2","protein_coding",8.78565425273004e-05,0.0077551564606805,-0.489960630040376
"ENSG00000204389","HSPA1A","protein_coding",8.99351034258455e-05,0.00776351554573108,-1.26285187183665
"ENSG00000096401","CDC5L","protein_coding",8.94074169429602e-05,0.00776351554573108,0.297319875273322
"ENSG00000186654","PRR5","protein_coding",8.87882709745633e-05,0.00776351554573108,0.507117800613887
"ENSG00000106236","NPTX2","protein_coding",9.0982663773215e-05,0.00779661658903317,1.07964960477526
"ENSG00000186973","FAM183A","protein_coding",9.3585310639238e-05,0.00796153294858445,-1.55231197953791
"ENSG00000204956","PCDHGA1","protein_coding",9.56400010762102e-05,0.00807779577435042,0.702628162029569
"ENSG00000176903","PNMA1","protein_coding",9.75107552691441e-05,0.00812949647770836,0.286345433897234
"ENSG00000196235","SUPT5H","protein_coding",9.7637053096838e-05,0.00812949647770836,0.280520736887146
"ENSG00000130055","GDPD2","protein_coding",9.95713639600615e-05,0.00823216769641635,-0.92421015953104
"ENSG00000104738","MCM4","protein_coding",0.000101893564303352,0.00836524786658289,-0.304404212343197
"ENSG00000166326","TRIM44","protein_coding",0.000103030727932691,0.00839986629117908,0.264738555444914
"ENSG00000101438","SLC32A1","protein_coding",0.000104285088162737,0.00844349610365884,0.870413965874274
"ENSG00000127399","LRRC61","protein_coding",0.000106350345148233,0.00854209974861915,-0.529966471464037
"ENSG00000272505","AC104964.4","lncRNA",0.000107685754922967,0.00854209974861915,-0.699064184812437
"ENSG00000149084","HSD17B12","protein_coding",0.000107589180498689,0.00854209974861915,0.356933503334824
"ENSG00000196821","ILRUN","protein_coding",0.000111419728186492,0.00866269939675109,0.311534517412365
"ENSG00000100288","CHKB","protein_coding",0.000110986758927238,0.00866269939675109,-0.385465975795645
"ENSG00000173674","EIF1AX","protein_coding",0.000110575931334654,0.00866269939675109,0.211192883197984
"ENSG00000162545","CAMK2N1","protein_coding",0.000113079547817405,0.00873390718010749,0.483362605882833
"ENSG00000130517","PGPEP1","protein_coding",0.000114140144533641,0.00875820455441139,-0.323742261075097
"ENSG00000162373","BEND5","protein_coding",0.000118593205299515,0.00899828301960401,0.532883997265404
"ENSG00000128487","SPECC1","protein_coding",0.000118801862694942,0.00899828301960401,0.385739056270757
"ENSG00000158710","TAGLN2","protein_coding",0.000120757760723676,0.00908779558266641,-0.638139883421279
"ENSG00000197822","OCLN","protein_coding",0.000124764432594568,0.00932951871758108,-0.560852945193653
"ENSG00000144218","AFF3","protein_coding",0.000126530973233476,0.009401731808614,0.47531766467724
"ENSG00000203930","LINC00632","lncRNA",0.000132062698143,0.00975104450439509,0.929373103524518
"ENSG00000009307","CSDE1","protein_coding",0.000136892202108624,0.00979947837045884,0.180100666460217
"ENSG00000179085","DPM3","protein_coding",0.000136513696338319,0.00979947837045884,-0.330525924085068
"ENSG00000138069","RAB1A","protein_coding",0.000136691249471051,0.00979947837045884,0.264263917048155
"ENSG00000056097","ZFR","protein_coding",0.000134874453155969,0.00979947837045884,0.237709571550707
"ENSG00000196338","NLGN3","protein_coding",0.000133744154041917,0.00979947837045884,-0.326286615186649
"ENSG00000197780","TAF13","protein_coding",0.00013775847456947,0.00980172419057925,0.360856558316983
"ENSG00000178149","DALRD3","protein_coding",0.000140090112308596,0.00984825100899948,-0.365982882914606
"ENSG00000148481","MINDY3","protein_coding",0.000140045433892292,0.00984825100899948,0.309749418697118
"ENSG00000147251","DOCK11","protein_coding",0.000141270882779966,0.00987214383236191,-0.535134568308561
"ENSG00000089250","NOS1","protein_coding",0.000143525884779149,0.0099563902064255,0.621991481055784
"ENSG00000092094","OSGEP","protein_coding",0.000144210521616305,0.0099563902064255,-0.391831919801071
"ENSG00000176593","AC008969.1","lncRNA",0.000145020675068038,0.0099563902064255,0.412371639689785
"ENSG00000084733","RAB10","protein_coding",0.000148558340751528,0.0100759610677374,0.220932602943686
"ENSG00000228109","MELTF-AS1","lncRNA",0.000155622046013777,0.0100759610677374,-0.496314719786473
"ENSG00000109536","FRG1","protein_coding",0.00015152995649912,0.0100759610677374,0.357830309591066
"ENSG00000204536","CCHCR1","protein_coding",0.00015347499311855,0.0100759610677374,-0.460378250516002
"ENSG00000204946","ZNF783","protein_coding",0.00015499719624954,0.0100759610677374,-0.478243110796723
"ENSG00000160948","VPS28","protein_coding",0.000153579240415497,0.0100759610677374,-0.206851999818944
"ENSG00000164978","NUDT2","protein_coding",0.000150654428579286,0.0100759610677374,-0.370053640073829
"ENSG00000164970","FAM219A","protein_coding",0.000148590877730609,0.0100759610677374,0.299054622688536
"ENSG00000137103","TMEM8B","protein_coding",0.000155691582347937,0.0100759610677374,0.27630523307384
"ENSG00000167552","TUBA1A","protein_coding",0.000156203144320972,0.0100759610677374,0.358730159754483
"ENSG00000004975","DVL2","protein_coding",0.000154837132588019,0.0100759610677374,-0.490513017759378
"ENSG00000084774","CAD","protein_coding",0.000158694804700499,0.0101807486731358,-0.503167826783948
"ENSG00000154479","CCDC173","protein_coding",0.000161386479184167,0.0102971590522941,0.95951145057528
"ENSG00000177239","MAN1B1","protein_coding",0.000163764508473055,0.0103924071863441,-0.370913162474925
"ENSG00000103510","KAT8","protein_coding",0.000166152955409625,0.0104872886909086,-0.32865897063091
"ENSG00000205560","CPT1B","protein_coding",0.000169493160619684,0.0106409075169791,-0.670832999855701
"ENSG00000111716","LDHB","protein_coding",0.000171521049532873,0.0107109421357231,0.289431667981322
"ENSG00000071537","SEL1L","protein_coding",0.000174938389249216,0.0108665433322,0.260943423908415
"ENSG00000154518","ATP5MC3","protein_coding",0.000178991462278814,0.0108878744412087,0.343219393976129
"ENSG00000138448","ITGAV","protein_coding",0.000176779934097333,0.0108878744412087,0.342975858641701
"ENSG00000158805","ZNF276","protein_coding",0.000178714619713788,0.0108878744412087,-0.448018230670327
"ENSG00000171475","WIPF2","protein_coding",0.000177418398126364,0.0108878744412087,0.296244155256955
"ENSG00000250786","SNHG18","lncRNA",0.00018060229679719,0.0109292317752527,-1.06515103553369
"ENSG00000117152","RGS4","protein_coding",0.0001854051062039,0.0111071738823782,0.804463447013835
"ENSG00000113407","TARS","protein_coding",0.000185434930233912,0.0111071738823782,0.283469581840947
"ENSG00000127054","INTS11","protein_coding",0.000196532463090611,0.011712137648141,-0.380416079489574
"ENSG00000079101","CLUL1","protein_coding",0.000200699210864542,0.011900044118938,-0.747021301409105
"ENSG00000128185","DGCR6L","protein_coding",0.000218294093368916,0.012878254553523,-0.320752129809148
"ENSG00000159788","RGS12","protein_coding",0.000219580765940777,0.0128893909607236,0.511048447653152
"ENSG00000091542","ALKBH5","protein_coding",0.000228559798779146,0.0133497116301849,0.251690550668669
"ENSG00000006015","REX1BD","protein_coding",0.000230113526728703,0.0133739247712623,-0.326628031287981
"ENSG00000165644","COMTD1","protein_coding",0.000244086978637539,0.0137768323519457,-0.52372555207614
"ENSG00000133083","DCLK1","protein_coding",0.000242009981263033,0.0137768323519457,0.481560534478897
"ENSG00000100523","DDHD1","protein_coding",0.000239414159568411,0.0137768323519457,0.271368918624338
"ENSG00000013523","ANGEL1","protein_coding",0.000238563271724439,0.0137768323519457,-0.394451239289975
"ENSG00000129009","ISLR","protein_coding",0.000243268664080332,0.0137768323519457,-1.08478594220314
"ENSG00000005884","ITGA3","protein_coding",0.000241122737553371,0.0137768323519457,-0.383996000003661
"ENSG00000152910","CNTNAP4","protein_coding",0.000251981866918274,0.0140869862743835,0.821087708994013
"ENSG00000133433","GSTT2B","protein_coding",0.000250961224166715,0.0140869862743835,-0.997077783248262
"ENSG00000137880","GCHFR","protein_coding",0.000253675801653585,0.0141144735138061,-0.585932919213313
"ENSG00000188636","RTL6","protein_coding",0.000256576840260873,0.0142085476635031,0.256447416042534
"ENSG00000115677","HDLBP","protein_coding",0.000258730436794952,0.0142605414458814,0.210869631700017
"ENSG00000138311","ZNF365","protein_coding",0.000260184173066584,0.0142736551018771,0.516911284038767
"ENSG00000065717","TLE2","protein_coding",0.000263977530123521,0.0144144009472099,-0.47169045572678
"ENSG00000144231","POLR2D","protein_coding",0.000266954777575894,0.0144426225287604,0.311800114612702
"ENSG00000086758","HUWE1","protein_coding",0.000266135874237159,0.0144426225287604,0.222826946667406
"ENSG00000177595","PIDD1","protein_coding",0.000272238358543236,0.0146609097674202,-0.586734089084591
"ENSG00000147010","SH3KBP1","protein_coding",0.000277789812540013,0.0148915634667568,0.33803028633095
"ENSG00000005059","MCUB","protein_coding",0.000288016319818836,0.0153695981576052,0.673803825748995
"ENSG00000159884","CCDC107","protein_coding",0.000291772126609535,0.0154297511999817,-0.289859011740355
"ENSG00000255302","EID1","protein_coding",0.000291299665421338,0.0154297511999817,0.221564156547168
"ENSG00000143499","SMYD2","protein_coding",0.000294432681091612,0.0155006263498454,0.32205255605256
"ENSG00000100220","RTCB","protein_coding",0.000299241762209813,0.0156834745015321,0.278837286250879
"ENSG00000177733","HNRNPA0","protein_coding",0.000306205993611175,0.0156980714628611,0.24753050458629
"ENSG00000185088","RPS27L","protein_coding",0.000305367975143831,0.0156980714628611,-0.317677128027157
"ENSG00000152240","HAUS1","protein_coding",0.000305565688154373,0.0156980714628611,-0.514413511924694
"ENSG00000130332","LSM7","protein_coding",0.00030400137743703,0.0156980714628611,-0.254448095839638
"ENSG00000182287","AP1S2","protein_coding",0.000301819839916214,0.0156980714628611,0.524045922944293
"ENSG00000126461","SCAF1","protein_coding",0.000310059655446158,0.0158265232823387,0.319547099329004
"ENSG00000184007","PTP4A2","protein_coding",0.000319024085856355,0.0161992035644175,0.393260098367659
"ENSG00000103187","COTL1","protein_coding",0.000320120547439938,0.0161992035644175,0.362265381462775
"ENSG00000107882","SUFU","protein_coding",0.000324425440907882,0.0163465865933843,-0.462239871763113
"ENSG00000157933","SKI","protein_coding",0.000338376260659411,0.0168122635583856,0.409600600280057
"ENSG00000054267","ARID4B","protein_coding",0.000340827830229624,0.0168122635583856,0.356949589007474
"ENSG00000079332","SAR1A","protein_coding",0.000338655981580654,0.0168122635583856,0.221960456248338
"ENSG00000239704","CDRT4","protein_coding",0.000340668624205211,0.0168122635583856,-0.498458206012548
"ENSG00000130749","ZC3H4","protein_coding",0.000339109685661186,0.0168122635583856,0.324912431264048
"ENSG00000113318","MSH3","protein_coding",0.000343794499845723,0.0168876461430493,0.400572329748762
"ENSG00000122585","NPY","protein_coding",0.000348453229030215,0.0170451704533947,0.849817920867028
"ENSG00000130751","NPAS1","protein_coding",0.000350519847191845,0.0170751162076027,0.551670103214116
"ENSG00000078177","N4BP2","protein_coding",0.000364357918299632,0.0176758758712301,-0.868697962944429
"ENSG00000158417","EIF5B","protein_coding",0.000369231960878786,0.0178386140770245,0.462728486155877
"ENSG00000006016","CRLF1","protein_coding",0.000379353894426727,0.0182525193465975,0.789073462992943
"ENSG00000186907","RTN4RL2","protein_coding",0.000384323065074932,0.018416133812162,0.736716422281632
"ENSG00000161551","ZNF577","protein_coding",0.000388962306853575,0.0185626726929308,-0.517423474442376
"ENSG00000122420","PTGFR","protein_coding",0.000433220853663388,0.0202587190991007,-0.891612857725218
"ENSG00000109956","B3GAT1","protein_coding",0.000436031262162382,0.0202587190991007,0.22691986063907
"ENSG00000166598","HSP90B1","protein_coding",0.000440446337425765,0.0202587190991007,0.265486363461955
"ENSG00000133104","SPART","protein_coding",0.000431246926244613,0.0202587190991007,0.329579575979611
"ENSG00000072121","ZFYVE26","protein_coding",0.000441757418174598,0.0202587190991007,-0.403433103640547
"ENSG00000243708","PLA2G4B","protein_coding",0.000431286922288195,0.0202587190991007,-0.498001714010493
"ENSG00000140955","ADAD2","protein_coding",0.000441637846469472,0.0202587190991007,1.14811766667046
"ENSG00000132388","UBE2G1","protein_coding",0.000432387356312856,0.0202587190991007,0.248513663077125
"ENSG00000099822","HCN2","protein_coding",0.000436108253504947,0.0202587190991007,0.470629685931231
"ENSG00000213023","SYT3","protein_coding",0.00044154996680308,0.0202587190991007,0.482260376283631
"ENSG00000160877","NACC1","protein_coding",0.00044574470765545,0.0203620345053501,0.327265735760049
"ENSG00000168374","ARF4","protein_coding",0.00045685869878378,0.0207888415648123,0.248858811029628
"ENSG00000182179","UBA7","protein_coding",0.000470410821957361,0.021021454928486,-0.645730827287727
"ENSG00000129244","ATP1B2","protein_coding",0.000467637663269903,0.021021454928486,0.470689154747449
"ENSG00000244165","P2RY11","protein_coding",0.000468226671706808,0.021021454928486,-0.52181069717322
"ENSG00000104853","CLPTM1","protein_coding",0.0004662280624313,0.021021454928486,0.251313557892158
"ENSG00000124333","VAMP7","protein_coding",0.000470923564411568,0.021021454928486,0.247175391607358
"ENSG00000084072","PPIE","protein_coding",0.000473050604791751,0.0210364170464211,-0.294409324685569
"ENSG00000114850","SSR3","protein_coding",0.000475071959018036,0.0210465841466858,0.253694542784572
"ENSG00000204574","ABCF1","protein_coding",0.000481142735955947,0.0212353974440707,0.23558260546816
"ENSG00000153012","LGI2","protein_coding",0.000486325773370056,0.0213837624695298,0.482729498992552
"ENSG00000153147","SMARCA5","protein_coding",0.000489218237182309,0.0213838236511469,0.317479847994293
"ENSG00000150687","PRSS23","protein_coding",0.000489970064919806,0.0213838236511469,-0.473595161044805
"ENSG00000186866","POFUT2","protein_coding",0.000503075347197131,0.0218744613929419,-0.358181795348097
"ENSG00000165698","SPACA9","protein_coding",0.000506409759590878,0.0219381940132727,-0.334673146347535
"ENSG00000174574","AKIRIN1","protein_coding",0.000514470358816367,0.0222054485753829,0.267681662610628
"ENSG00000013306","SLC25A39","protein_coding",0.000517199958309571,0.0222414927126533,-0.269712549116219
"ENSG00000188730","VWC2","protein_coding",0.000520682160338815,0.0222990591549462,0.479034187520529
"ENSG00000123395","ATG101","protein_coding",0.000522337416321141,0.0222990591549462,0.38006641018943
"ENSG00000135094","SDS","protein_coding",0.000535345063550561,0.0227715617611724,0.716600256143438
"ENSG00000154582","ELOC","protein_coding",0.00055156062584955,0.0233766128067643,0.292404624137592
"ENSG00000184500","PROS1","protein_coding",0.000554995280172997,0.0234375704648596,-0.671110966973106
"ENSG00000147853","AK3","protein_coding",0.000557972133220647,0.0234788273978867,0.34782831329344
"ENSG00000157005","SST","protein_coding",0.000563097551979484,0.0236098759294255,0.893021227737938
"ENSG00000162572","SCNN1D","protein_coding",0.000568585473481902,0.0236227142179176,-0.429487709626719
"ENSG00000136243","NUP42","protein_coding",0.00057145237120005,0.0236227142179176,-0.263375758945326
